feature_name,num_repos,num_still_present,num_retired,min_first_seen_date,max_first_seen_date,min_last_seen_date,max_last_seen_date,avg_lifetime_days,median_lifetime_days
str_split_remainder,1,1,0,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,2025-10-30T12:51:17+00:00,0.00,0.00
strict_provenance_atomic_ptr,1,1,0,2022-07-23T07:09:16+00:00,2022-07-23T07:09:16+00:00,2025-04-08T22:03:50+00:00,2025-04-08T22:03:50+00:00,990.00,990.00
struct_field_attributes,1,1,0,2017-05-12T08:58:38+00:00,2017-05-12T08:58:38+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,3095.00,3095.00
struct_variant,1,0,1,2014-03-31T14:02:10+00:00,2014-03-31T14:02:10+00:00,2014-11-22T02:14:20+00:00,2014-11-22T02:14:20+00:00,235.00,235.00
suite,1,0,1,2017-10-22T22:46:17+00:00,2017-10-22T22:46:17+00:00,2019-05-06T17:25:47+00:00,2019-05-06T17:25:47+00:00,560.00,560.00
target_feature,1,0,1,2018-05-23T14:29:18+00:00,2018-05-23T14:29:18+00:00,,,,
test,48,16,32,2015-02-13T18:26:13+00:00,2025-09-04T10:45:42+00:00,2016-01-09T21:28:52+00:00,2025-11-19T22:03:41+00:00,946.90,582.00
thread_id_value,1,0,1,2025-02-18T05:34:53+00:00,2025-02-18T05:34:53+00:00,2025-03-21T04:47:01+00:00,2025-03-21T04:47:01+00:00,30.00,30.00
thread_local,4,0,4,2014-03-31T12:30:35+00:00,2022-06-30T14:22:26+00:00,2015-04-04T21:50:47+00:00,2022-07-07T09:58:18+00:00,123.00,58.50
thread_sleep,1,0,1,2015-03-22T09:40:59+00:00,2015-03-22T09:40:59+00:00,,,,
tool_attributes,1,0,1,2018-05-14T04:25:10+00:00,2018-05-14T04:25:10+00:00,2018-08-26T04:20:07+00:00,2018-08-26T04:20:07+00:00,103.00,103.00
trace_macros,8,1,7,2016-05-27T07:11:24+00:00,2023-09-18T11:15:45+00:00,2016-05-27T08:22:39+00:00,2025-11-18T19:08:08+00:00,510.12,95.50
track_caller,1,0,1,2020-09-03T13:45:42+00:00,2020-09-03T13:45:42+00:00,2020-09-08T11:45:58+00:00,2020-09-08T11:45:58+00:00,4.00,4.00
track_path,1,1,0,2025-08-12T09:11:23+00:00,2025-08-12T09:11:23+00:00,2025-08-12T22:18:22+00:00,2025-08-12T22:18:22+00:00,0.00,0.00
trait_alias,7,3,4,2021-06-15T07:16:23+00:00,2025-10-30T12:51:17+00:00,2022-11-10T23:01:35+00:00,2025-10-30T12:51:17+00:00,310.17,141.50
trait_upcasting,1,0,1,2023-02-13T00:28:12+00:00,2023-02-13T00:28:12+00:00,,,,
trim_prefix_suffix,2,2,0,2025-07-26T10:13:44+00:00,2025-09-28T18:48:44+00:00,2025-07-27T12:16:28+00:00,2025-09-28T19:20:12+00:00,0.50,0.50
try_blocks,2,0,2,2019-12-28T02:25:54+00:00,2021-08-08T20:36:05+00:00,2020-07-23T17:18:22+00:00,2023-06-11T06:13:14+00:00,439.50,439.50
try_find,1,1,0,2024-10-10T23:19:17+00:00,2024-10-10T23:19:17+00:00,2025-11-19T17:18:15+00:00,2025-11-19T17:18:15+00:00,404.00,404.00
try_from,4,0,4,2018-01-12T07:53:06+00:00,2018-07-11T00:55:38+00:00,2018-06-15T18:03:59+00:00,2019-06-05T22:25:53+00:00,261.67,370.00
try_reserve,1,0,1,2022-03-04T10:22:52+00:00,2022-03-04T10:22:52+00:00,,,,
try_trait,6,0,6,2017-10-13T21:43:17+00:00,2021-05-10T21:07:55+00:00,2017-10-22T16:13:29+00:00,2021-05-19T20:26:03+00:00,226.33,52.00
try_trait_v2,2,0,2,2021-05-19T20:26:03+00:00,2021-08-06T10:57:58+00:00,2023-06-11T06:13:14+00:00,2023-06-11T06:13:14+00:00,673.00,673.00
tuple_indexing,1,0,1,2014-09-12T06:53:31+00:00,2014-09-12T06:53:31+00:00,2014-12-08T20:12:03+00:00,2014-12-08T20:12:03+00:00,87.00,87.00
tuple_trait,1,0,1,2022-11-22T13:32:29+00:00,2022-11-22T13:32:29+00:00,2023-08-13T07:05:04+00:00,2023-08-13T07:05:04+00:00,263.00,263.00
type_alias_impl_trait,5,3,2,2021-01-14T07:56:41+00:00,2025-10-30T12:51:17+00:00,2021-05-16T07:01:36+00:00,2025-11-15T02:30:09+00:00,365.80,121.00
type_ascription,3,1,2,2017-09-08T19:06:55+00:00,2019-07-13T02:20:26+00:00,2018-10-18T02:38:57+00:00,2025-11-18T19:08:08+00:00,1108.00,289.00
type_changing_struct_update,1,0,1,2023-10-02T13:36:59+00:00,2023-10-02T13:36:59+00:00,2024-05-29T17:42:55+00:00,2024-05-29T17:42:55+00:00,240.00,240.00
type_name_of_val,1,0,1,2021-05-01T09:09:10+00:00,2021-05-01T09:09:10+00:00,2024-02-13T04:32:49+00:00,2024-02-13T04:32:49+00:00,1017.00,1017.00
unboxed_closures,4,0,4,2015-05-19T05:47:35+00:00,2022-12-09T21:49:00+00:00,2015-05-19T06:34:17+00:00,2023-08-13T07:05:04+00:00,330.75,223.00
underscore_imports,1,1,0,2018-08-24T05:39:05+00:00,2018-08-24T05:39:05+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,2626.00,2626.00
unicode,2,0,2,2015-03-07T22:46:35+00:00,2016-05-03T15:26:43+00:00,2015-04-14T01:13:35+00:00,2017-01-23T09:45:54+00:00,150.50,150.50
unicode_internals,3,0,3,2018-04-19T23:14:11+00:00,2022-01-05T09:45:22+00:00,2018-10-18T02:38:57+00:00,2022-02-23T22:13:06+00:00,99.33,68.00
uniform_paths,1,1,0,2018-08-28T02:59:44+00:00,2018-08-28T02:59:44+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,2622.00,2622.00
unique,2,0,2,2015-03-04T16:12:05+00:00,2015-05-13T18:14:17+00:00,2015-04-30T20:32:07+00:00,2015-08-03T15:02:47+00:00,69.00,69.00
unsafe_attributes,1,1,0,2024-06-13T03:53:53+00:00,2024-06-13T03:53:53+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,506.00,506.00
unsafe_binders,1,1,0,2025-01-02T04:08:35+00:00,2025-01-02T04:08:35+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,303.00,303.00
unsafe_block_in_unsafe_fn,1,0,1,2020-12-14T00:30:36+00:00,2020-12-14T00:30:36+00:00,2021-06-29T13:36:23+00:00,2021-06-29T13:36:23+00:00,197.00,197.00
unsafe_destructor,6,0,6,2014-06-23T18:33:34+00:00,2015-01-21T22:57:24+00:00,2014-07-14T04:48:48+00:00,2015-05-02T18:52:16+00:00,188.60,249.00
unsafe_extern_blocks,1,1,0,2024-06-21T14:11:07+00:00,2024-06-21T14:11:07+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,498.00,498.00
unsafe_fields,1,1,0,2024-12-04T20:50:05+00:00,2024-12-04T20:50:05+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,331.00,331.00
unsized_const_params,1,1,0,2025-02-01T12:51:56+00:00,2025-02-01T12:51:56+00:00,2025-08-19T06:26:08+00:00,2025-08-19T06:26:08+00:00,198.00,198.00
untagged_unions,1,0,1,2017-07-17T20:56:18+00:00,2017-07-17T20:56:18+00:00,2018-09-21T21:17:55+00:00,2018-09-21T21:17:55+00:00,431.00,431.00
use_extern_macros,1,0,1,2018-07-08T13:23:44+00:00,2018-07-08T13:23:44+00:00,2020-02-04T12:24:57+00:00,2020-02-04T12:24:57+00:00,575.00,575.00
used,1,1,0,2018-09-24T23:11:57+00:00,2018-09-24T23:11:57+00:00,2025-11-18T19:08:08+00:00,2025-11-18T19:08:08+00:00,2611.00,2611.00
used_with_arg,1,1,0,2025-03-23T09:57:31+00:00,2025-03-23T09:57:31+00:00,2025-11-19T02:16:10+00:00,2025-11-19T02:16:10+00:00,240.00,240.00
vec_push_within_capacity,1,1,0,2025-08-17T12:59:04+00:00,2025-08-17T12:59:04+00:00,2025-10-23T18:12:19+00:00,2025-10-23T18:12:19+00:00,67.00,67.00
vec_remove_item,1,0,1,2020-06-17T14:48:34+00:00,2020-06-17T14:48:34+00:00,2020-07-23T17:18:22+00:00,2020-07-23T17:18:22+00:00,36.00,36.00
vecdeque_rotate,1,0,1,2019-07-13T05:59:18+00:00,2019-07-13T05:59:18+00:00,2019-07-13T05:59:18+00:00,2019-07-13T05:59:18+00:00,0.00,0.00
wasi_ext,1,1,0,2020-07-06T18:25:38+00:00,2020-07-06T18:25:38+00:00,2025-10-24T21:14:20+00:00,2025-10-24T21:14:20+00:00,1936.00,1936.00
wasip2,1,0,1,2025-04-20T10:47:35+00:00,2025-04-20T10:47:35+00:00,,,,
windows_by_handle,3,0,3,2020-07-09T19:37:00+00:00,2020-12-10T23:07:18+00:00,2021-02-02T00:16:13+00:00,2021-02-02T00:16:13+00:00,53.00,53.00
windows_file_type_ext,1,0,1,2020-07-09T19:37:00+00:00,2020-07-09T19:37:00+00:00,,,,
with_options,1,0,1,2020-08-10T15:55:47+00:00,2020-08-10T15:55:47+00:00,2023-06-30T16:22:50+00:00,2023-06-30T16:22:50+00:00,1054.00,1054.00
write_all_vectored,1,1,0,2020-08-10T15:55:47+00:00,2020-08-10T15:55:47+00:00,2025-10-24T21:14:20+00:00,2025-10-24T21:14:20+00:00,1901.00,1901.00
yield_expr,1,1,0,2025-03-14T19:21:59+00:00,2025-03-14T19:21:59+00:00,2025-11-01T20:24:49+00:00,2025-11-01T20:24:49+00:00,232.00,232.00
zero_one,4,0,4,2015-07-14T19:00:46+00:00,2017-05-31T01:29:59+00:00,2017-12-15T21:57:01+00:00,2017-12-15T21:57:01+00:00,198.00,198.00
