key,owner,repo,crate_names,status,attempts,last_error,last_attempt_ts
anoushk1234/anchor-merkle-tree,anoushk1234,anchor-merkle-tree,anchor-merkle-tree,success,1,,2025-11-20T00:40:40Z
anton-rs/kona,anton-rs,kona,kona-common-proc,pending,0,,
antonybudianto/rust-starter,antonybudianto,rust-starter,rust_starter_ab,success,1,,2025-11-28T04:38:59Z
antoyo/fg-uds-rs,antoyo,fg-uds-rs,fg-uds,pending,0,,
anza-xyz/agave,anza-xyz,agave,"solana-runtime,solana-client,solana-metrics,rialo-s-seed-phrase",success,1,,2025-11-28T04:38:26Z
anza-xyz/clone-solana-sdk,anza-xyz,clone-solana-sdk,"clone-solana-rent,clone-solana-poh-config,clone-solana-nonce-account",pending,0,,
anza-xyz/solana-sdk,anza-xyz,solana-sdk,"solana-reward-info,solana-sanitize,solana-hard-forks",success,1,,2025-11-20T00:36:28Z
aoyagikouhei/tiktokapi-v2,aoyagikouhei,tiktokapi-v2,tiktokapi-v2,success,1,,2025-11-28T04:40:42Z
apache/arrow-rs,apache,arrow-rs,arrow,success,1,,2025-11-28T04:37:56Z
apache/datafusion,apache,datafusion,datafusion-proto,pending,0,,
apache/teaclave-sgx-sdk,apache,teaclave-sgx-sdk,sgx_build_helper,success,1,,2025-11-28T04:40:06Z
apache/teaclave-trustzone-sdk,apache,teaclave-trustzone-sdk,optee-utee-macros,success,1,,2025-11-28T04:39:22Z
apollodao/cw-dex,apollodao,cw-dex,cw-dex-osmosis,success,1,,2025-11-20T00:45:30Z
apollographql/shape-rs,apollographql,shape-rs,shape,pending,0,,
apparentlymart/rust-maprc,apparentlymart,rust-maprc,maprc,success,1,,2025-11-28T04:39:50Z
aprchen/elf_rust,aprchen,elf_rust,elf_rust,failed,1,git clone failed: Cloning into 'repos/aprchen/elf_rust'... | remote: Repository not found. | fatal: repository 'https://github.com/aprchen/elf_rust.git/' not found,2025-11-28T04:39:09Z
arakhmat/pyrpds,arakhmat,pyrpds,pyrpds,success,1,,2025-11-28T04:40:46Z
aranya-project/aranya-core,aranya-project,aranya-core,aranya-buggy,success,1,,2025-11-20T00:46:45Z
arc-instruments/libarc2,arc-instruments,libarc2,libarc2,pending,0,,
arcane-rs/delegation,arcane-rs,delegation,delegation,success,1,,2025-11-28T04:41:38Z
arceos-hypervisor/x86_vlapic,arceos-hypervisor,x86_vlapic,x86_vlapic,success,1,,2025-11-20T00:38:00Z
arceos-org/axplat_crates,arceos-org,axplat_crates,"axplat-aarch64-phytium-pi,axplat-aarch64-bsta1000b",pending,0,,
archean-cookbook/archbelt,archean-cookbook,archbelt,archbelt,success,1,,2025-11-20T00:38:49Z
arcium-hq/curve25519-dalek,arcium-hq,curve25519-dalek,curve25519-dalek-derive-arcium-fork,success,1,,2025-11-20T00:34:12Z
arcium-hq/grid,arcium-hq,grid,grid-arcium-fork,success,1,,2025-11-20T00:40:07Z
arcjustin/bpf-ins,arcjustin,bpf-ins,bpf-ins,success,1,,2025-11-28T04:41:47Z
arctic-alpaca/mutnet,arctic-alpaca,mutnet,mutnet,pending,0,,
ardaku/fetchy,ardaku,fetchy,fetchy,success,1,,2025-11-20T00:36:43Z
argnmp/sched-callback,argnmp,sched-callback,sched-callback,success,1,,2025-11-20T00:48:58Z
arkedge/eb90-rs,arkedge,eb90-rs,eb90,pending,0,,
arkworks-rs/algebra,arkworks-rs,algebra,ark-vesta,pending,0,,
arlyon/async-stripe,arlyon,async-stripe,async-stripe-billing,success,1,,2025-11-28T04:40:43Z
arlyon/f-ck,arlyon,f-ck,f-ck,success,1,,2025-11-20T00:33:25Z
arma3modorganizer/delta_patch,arma3modorganizer,delta_patch,delta_patch,success,1,,2025-11-28T04:40:50Z
arthur-zhang/poolx,arthur-zhang,poolx,poolx,pending,0,,
asaft29/r2048,asaft29,r2048,r2048,pending,0,,
aschey/terminput,aschey,terminput,terminput-egui,success,1,,2025-11-28T04:40:46Z
ascpkg/asc,ascpkg,asc,config_file_types,failed,2,git clone failed: Cloning into 'repos/ascpkg/asc'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/ascpkg/asc.git/',2025-11-20T01:06:35Z
asg017/sqlite-vec,asg017,sqlite-vec,sqlite-vec,pending,0,,
asmie/stamp-suite,asmie,stamp-suite,stamp-suite,success,1,,2025-11-20T00:40:23Z
asny/three-d,asny,three-d,three-d,success,1,,2025-11-20T00:53:35Z
asomers/mockall,asomers,mockall,"mockall,mockall_double",success,1,,2025-11-28T04:37:32Z
asonix/telegram-event-bot,asonix,telegram-event-bot,event-web,success,1,,2025-11-28T04:38:40Z
assert-rs/assert_cmd,assert-rs,assert_cmd,assert_cmd,success,1,,2025-11-28T04:38:32Z
assert-rs/assert_fs,assert-rs,assert_fs,assert_fs,success,1,,2025-11-30T03:49:29Z
assert-rs/predicates-rs,assert-rs,predicates-rs,predicates,success,1,,2025-11-28T04:37:41Z
asteriogonzalez/pert,asteriogonzalez,pert,pert,failed,2,git clone failed: Cloning into 'repos/asteriogonzalez/pert'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/asteriogonzalez/pert.git/',2025-11-20T01:06:33Z
astral-engine/astral,astral-engine,astral,astral-string,success,1,,2025-11-28T04:41:41Z
async-graphql/async_graphql_apollo_studio_extension,async-graphql,async_graphql_apollo_studio_extension,async-graphql-extension-apollo-tracing,success,1,,2025-11-28T04:40:06Z
async-rs/async-std,async-rs,async-std,async-std,success,1,,2025-11-28T04:38:16Z
asynchronics/diatomic-waker,asynchronics,diatomic-waker,diatomic-waker,success,1,,2025-11-20T00:38:18Z
atakiya/melatonin,atakiya,melatonin,melatonin,pending,0,,
aticu/pre,aticu,pre,pre,pending,0,,
atmaramnaik/corr,atmaramnaik,corr,corr_client,pending,0,,
atsam-rs/atsam-pac,atsam-rs,atsam-pac,atsame70q21b-pac,success,1,,2025-11-28T04:40:42Z
atsamd-rs/atsamd,atsamd-rs,atsamd,atsamd21e,pending,0,,
attackgoat/f8,attackgoat,f8,f8,pending,0,,
audulus/rui,audulus,rui,rui,pending,0,,
audunhalland/unimock,audunhalland,unimock,unimock,success,1,,2025-11-28T04:41:19Z
aurowora/log_loki,aurowora,log_loki,log_loki,pending,0,,
aussierobots/turul-mcp-framework,aussierobots,turul-mcp-framework,turul-mcp-builders,pending,0,,
austinjones/tab-rs,austinjones,tab-rs,tab-api,pending,0,,
autohdw/pytv,autohdw,pytv,pytv,pending,0,,
avenger-vis/tree-sitter-avenger,avenger-vis,tree-sitter-avenger,tree-sitter-avenger,success,1,,2025-11-20T00:44:33Z
avhz/RustQuant,avhz,RustQuant,RustQuant_instruments,success,1,,2025-11-20T00:53:39Z
avikuloff/slot_machine,avikuloff,slot_machine,slot_machine,success,1,,2025-11-20T00:34:43Z
awol2005ex/kerbeiros,awol2005ex,kerbeiros,awol2005ex_kerbeiros,success,1,,2025-11-28T04:38:49Z
aws/clock-bound,aws,clock-bound,clock-bound-vmclock,success,1,,2025-11-20T00:32:30Z
aws/s2n-netbench,aws,s2n-netbench,s2n-netbench-driver,pending,0,,
awslabs/aws-sdk-rust,awslabs,aws-sdk-rust,aws-sdk-kinesisvideomedia,success,1,,2025-11-20T01:16:35Z
awslabs/mls-rs,awslabs,mls-rs,mls-rs-codec-derive,success,1,,2025-11-28T04:39:16Z
awto-rs/thalo,awto-rs,thalo,outbox-relay,success,1,,2025-11-28T04:38:44Z
awxkee/yuvutils-rs,awxkee,yuvutils-rs,yuv,pending,0,,
axelberardino/regextrie,axelberardino,regextrie,regextrie,success,1,,2025-11-28T04:40:48Z
axiom-crypto/axiom-eth,axiom-crypto,axiom-eth,axiom-eth,pending,0,,
axionbuster/validus,axionbuster,validus,validus,success,1,,2025-11-20T00:34:56Z
axodotdev/axocli,axodotdev,axocli,axocli,success,1,,2025-11-28T04:39:06Z
aya-rs/aya,aya-rs,aya,aya-log-ebpf,success,1,,2025-11-20T00:53:21Z
ayangweb/tauri-plugin-fs-pro,ayangweb,tauri-plugin-fs-pro,tauri-plugin-fs-pro,success,1,,2025-11-30T03:49:31Z
ayangweb/tauri-plugin-mic-recorder,ayangweb,tauri-plugin-mic-recorder,tauri-plugin-mic-recorder,pending,0,,
ayazhafiz/mcurry,ayazhafiz,mcurry,mcurry,failed,1,git clone failed: Cloning into 'repos/ayazhafiz/mcurry'... | remote: Repository not found. | fatal: repository 'https://github.com/ayazhafiz/mcurry.git/' not found,2025-11-28T04:41:00Z
ayosec/vte-graphics,ayosec,vte-graphics,vte-graphics,success,1,,2025-11-28T04:40:37Z
azalea-rs/azalea,azalea-rs,azalea,azalea-core,pending,0,,
azjezz/discern,azjezz,discern,discern,success,1,,2025-11-20T00:35:36Z
azriel91/dot_ix,azriel91,dot_ix,dot_ix_rt,success,1,,2025-11-20T00:35:15Z
azriel91/peace,azriel91,peace,peace_code_gen,pending,0,,
azure/azure-sdk-for-rust,azure,azure-sdk-for-rust,"azure_svc_timeseriesinsights,azure_communication_phonenumbers",success,1,,2025-11-20T00:47:23Z
azzamsa/islam,azzamsa,islam,islam,success,1,,2025-11-20T00:44:12Z
azzamsa/zman,azzamsa,zman,zman,pending,0,,
b0xtch/hyperbolic,b0xtch,hyperbolic,hyperbolic,success,1,,2025-11-28T04:38:43Z
babilonczyk/spacelane,babilonczyk,spacelane,spacelane,success,1,,2025-11-20T00:39:03Z
badboy/dnsoverhttps,badboy,dnsoverhttps,dnsoverhttps,success,1,,2025-11-28T04:39:14Z
bahlo/discord-retention-bot,bahlo,discord-retention-bot,discord-retention-bot,success,1,,2025-11-28T04:40:52Z
baldwin1974/stm32h743,baldwin1974,stm32h743,stm32h743,success,1,,2025-11-28T04:40:07Z
bamboo-rs/yasmf-hash,bamboo-rs,yasmf-hash,yasmf-hash,success,1,,2025-11-28T04:39:06Z
barafael/rbf-rs,barafael,rbf-rs,rbf,pending,0,,
baranyikt/lllreduce-rs,baranyikt,lllreduce-rs,lllreduce,success,1,,2025-11-28T04:41:08Z
barrowsys/timemachine,barrowsys,timemachine,timemachine,success,1,,2025-11-20T00:35:25Z
bastion-rs/fort,bastion-rs,fort,fort,pending,0,,
bazaah/jsonp,bazaah,jsonp,jsonp,success,1,,2025-11-28T04:41:34Z
bbb651/emmet,bbb651,emmet,emmet,success,1,,2025-11-20T00:38:23Z
bbox-services/bbox,bbox-services,bbox,bbox-server,success,1,,2025-11-20T00:49:55Z
bcheidemann/fixtures-rs,bcheidemann,fixtures-rs,fixtures,pending,0,,
beamform/pacmap-rs,beamform,pacmap-rs,pacmap,success,1,,2025-11-20T00:40:55Z
beepopula/near-non-transferrable-token,beepopula,near-non-transferrable-token,near-non-transferrable-token,success,1,,2025-11-20T00:47:11Z
benchie-io/benchie,benchie-io,benchie,benchie,success,1,,2025-11-28T04:39:06Z
bend-n/beeg,bend-n,beeg,beeg,pending,0,,
bend-n/collar,bend-n,collar,collar,pending,0,,
bendykst/simple-mad.rs,bendykst,simple-mad.rs,simplemad,success,1,,2025-11-28T04:39:22Z
benfaerber/longitude,benfaerber,longitude,longitude,pending,0,,
benjirewis/benjicrate,benjirewis,benjicrate,benjicrate,failed,1,git clone failed: Cloning into 'repos/benjirewis/benjicrate'... | remote: Repository not found. | fatal: repository 'https://github.com/benjirewis/benjicrate.git/' not found,2025-11-28T04:38:52Z
benliao/lockserver,benliao,lockserver,lockserver,success,1,,2025-11-28T04:41:39Z
bennetthardwick/buffer-pool,bennetthardwick,buffer-pool,bufferpool,success,1,,2025-11-28T04:40:46Z
benracine/grapheme-cluster-utils,benracine,grapheme-cluster-utils,grapheme-cluster-utils,success,1,,2025-11-28T04:38:58Z
benwr/cordata,benwr,cordata,cordata,pending,0,,
berwyn/whoareyou,berwyn,whoareyou,whoareyou,success,1,,2025-11-20T00:34:12Z
betrusted-io/xous-core,betrusted-io,xous-core,utralib,pending,0,,
bevyengine/bevy,bevyengine,bevy,bevy,success,1,,2025-11-28T04:38:25Z
bevyengine/bevy-crate-reservations,bevyengine,bevy-crate-reservations,bevy_voxel,success,1,,2025-11-28T04:38:50Z
beyondessential/bestool,beyondessential,bestool,algae-cli,success,1,,2025-11-28T04:40:57Z
bheisler/criterion.rs,bheisler,criterion.rs,criterion,success,1,,2025-11-28T04:37:35Z
bikeshedder/aseprite-loader,bikeshedder,aseprite-loader,aseprite-loader,success,1,,2025-11-28T04:39:48Z
bilowik/bevy_wasm_touch_fix,bilowik,bevy_wasm_touch_fix,bevy_wasm_touch_fix,pending,0,,
binarly-io/idalib,binarly-io,idalib,idalib-sys,success,1,,2025-11-20T00:36:34Z
bincode-org/bincode,bincode-org,bincode,bincode,success,1,,2025-11-28T04:38:18Z
birkenfeld/arexibo,birkenfeld,arexibo,arexibo,success,1,,2025-11-28T04:39:09Z
bitbus/mars-rs,bitbus,mars-rs,mars-derive,failed,1,git clone failed: Cloning into 'repos/bitbus/mars-rs'... | remote: Repository not found. | fatal: repository 'https://github.com/bitbus/mars-rs.git/' not found,2025-11-28T04:41:39Z
bitcoindevkit/bdk_wallet,bitcoindevkit,bdk_wallet,bdk_wallet,success,1,,2025-11-20T00:52:50Z
bitflags/bitflags,bitflags,bitflags,bitflags,success,1,,2025-11-28T04:37:54Z
bitsparrow/bitsparrow-rust,bitsparrow,bitsparrow-rust,bitsparrow,success,1,,2025-11-28T04:39:09Z
bitvecto-rs/bitvec,bitvecto-rs,bitvec,bitvec,success,1,,2025-11-28T04:37:39Z
bizarre/mcio,bizarre,mcio,mcio,success,1,,2025-11-28T04:39:52Z
bk-rs/facebookapis,bk-rs,facebookapis,facebook-graph-api-explorer-kit,pending,0,,
bk-rs/oauth2-rs,bk-rs,oauth2-rs,oauth2-mastodon,success,1,,2025-11-28T04:39:16Z
bk-rs/transfer-encoding-rs,bk-rs,transfer-encoding-rs,chunked_transfer_encoding,pending,0,,
black-mongo/inn,black-mongo,inn,inn-common,pending,0,,
blackdante101/rust_paystack,blackdante101,rust_paystack,rust_paystack,success,1,,2025-11-28T04:40:29Z
blendle/automaat,blendle,automaat,automaat-processor-json-edit,pending,0,,
blessanabraham/kafka-connect,blessanabraham,kafka-connect,kafka-connect-postgres,success,1,,2025-11-28T04:40:29Z
blindley/wume,blindley,wume,wume,pending,0,,
blkmlk/memtrace-ui,blkmlk,memtrace-ui,memtrace-ui,success,1,,2025-11-28T04:41:45Z
bloznelis/krowbar,bloznelis,krowbar,krowbar,success,1,,2025-11-28T04:39:34Z
blueOkiris/tetris-cli,blueOkiris,tetris-cli,tetris-cli,success,1,,2025-11-20T00:32:26Z
bluejekyll/jaffi,bluejekyll,jaffi,jaffi,pending,0,,
bluerobotics/navigator-rs,bluerobotics,navigator-rs,navigator-rs,success,1,,2025-11-20T00:38:13Z
bluss/arrayvec,bluss,arrayvec,arrayvec,success,1,,2025-11-28T04:37:41Z
bluss/maplit,bluss,maplit,maplit,success,1,,2025-11-28T04:37:44Z
bluurryy/noise-functions,bluurryy,noise-functions,noise-functions-config,success,1,,2025-11-28T04:41:40Z
blyxxyz/mime2ext,blyxxyz,mime2ext,mime2ext,success,1,,2025-11-20T00:40:32Z
bmbper/bmbp_dev,bmbper,bmbp_dev,bmbp_dev_script,success,1,,2025-11-20T00:33:05Z
bmbper/bmbp_plugin,bmbper,bmbp_plugin,bmbp_plugin_http,pending,0,,
bmflynn/spacecrafts-rs,bmflynn,spacecrafts-rs,spacecrafts,success,1,,2025-11-20T00:36:07Z
bnheise/ce-cli,bnheise,ce-cli,ce-cli,success,1,,2025-11-28T04:39:32Z
boa-dev/boa,boa-dev,boa,boa_icu_provider,success,1,,2025-11-28T04:42:03Z
bobbobbio/egui_gauge,bobbobbio,egui_gauge,egui_gauge,success,1,,2025-11-28T04:39:53Z
bobbothe2nd/briny_ai,bobbothe2nd,briny_ai,briny_ai,pending,0,,
bobozaur/sqlx-exasol,bobozaur,sqlx-exasol,sqlx-exasol,pending,0,,
bobozaur/transitive,bobozaur,transitive,transitive,success,1,,2025-11-28T04:41:20Z
bobrippling/trident,bobrippling,trident,trident,pending,0,,
bodil/higher,bodil,higher,higher-derive,success,1,,2025-11-28T04:39:21Z
bokutotu/zenu,bokutotu,zenu,zenu-cuda-driver-sys,success,1,,2025-11-28T04:39:02Z
bonsairobo/building-blocks,bonsairobo,building-blocks,building_blocks_mesh,pending,0,,
borsaorg/borsa,borsaorg,borsa,borsa-core,success,1,,2025-11-28T04:40:28Z
botika/yarte,botika,yarte,yarte_helpers,success,1,,2025-11-20T00:47:05Z
bottlerocket-os/bottlerocket,bottlerocket-os,bottlerocket,bottlerocket,success,1,,2025-11-20T00:33:40Z
bourdeau/zyst,bourdeau,zyst,zyst,success,1,,2025-11-20T00:52:55Z
bouzuya/googleapis-tonic,bouzuya,googleapis-tonic,googleapis-tonic-google-apps-alertcenter-v1beta1,success,1,,2025-11-20T00:42:58Z
brbtavares/tucano,brbtavares,tucano,tucano-trader,pending,0,,
brecert/anyint,brecert,anyint,anyint_macros,pending,0,,
brecert/native-system-input-events,brecert,native-system-input-events,sysinputs,failed,2,git clone failed: Cloning into 'repos/brecert/native-system-input-events'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/brecert/native-system-input-events.git/',2025-11-20T01:06:34Z
brendangraham14/steer,brendangraham14,steer,steer-workspace,success,1,,2025-11-28T04:39:20Z
brendanzab/approx,brendanzab,approx,approx,success,1,,2025-11-28T04:37:36Z
brettchalupa/sokoworld,brettchalupa,sokoworld,sokoworld,success,1,,2025-11-28T04:41:42Z
briansmith/ring,briansmith,ring,ring,success,1,,2025-11-28T04:38:28Z
bright-shard/boml,bright-shard,boml,boml,success,1,,2025-11-28T04:40:24Z
brofrain/unocss-classes-rs,brofrain,unocss-classes-rs,unocss-classes-macros,success,1,,2025-11-20T00:38:14Z
broxus/tycho,broxus,tycho,tycho-cli,pending,0,,
brunoldsilva/rsomeip,brunoldsilva,rsomeip,"rsomeip-bytes,rsomeip-proto",success,1,,2025-11-20T00:32:42Z
buffdb/buffdb,buffdb,buffdb,buffdb,success,1,,2025-11-20T00:46:33Z
buffet/potatodo,buffet,potatodo,potatodo,pending,0,,
bug-ops/vkteams-bot,bug-ops,vkteams-bot,vkteams-bot-macros,pending,0,,
bugaevc/fizzbuzz,bugaevc,fizzbuzz,fizzbuzz,pending,0,,
bugproof/baselinker-rs,bugproof,baselinker-rs,baselinker,pending,0,,
build-trust/ockam,build-trust,ockam,signature_bbs_plus,pending,0,,
buntine/barcoders,buntine,barcoders,barcoders,pending,0,,
burdockcascade/bytevm,burdockcascade,bytevm,bytevm,success,1,,2025-11-20T00:33:27Z
bwasty/gltf-viewer,bwasty,gltf-viewer,gltf-viewer-lib,success,1,,2025-11-20T00:45:19Z
bytecodealliance/cap-std,bytecodealliance,cap-std,cap-fs-ext,success,1,,2025-11-20T00:41:22Z
bytecodealliance/wasm-pkg-tools,bytecodealliance,wasm-pkg-tools,wasm-pkg-core,success,1,,2025-11-28T04:40:18Z
bytecodealliance/wasmtime,bytecodealliance,wasmtime,wasmtime-environ,success,1,,2025-11-20T00:52:47Z
bytecodealliance/wit-bindgen,bytecodealliance,wit-bindgen,wit-bindgen-markdown,pending,0,,
bytecodealliance/wrpc,bytecodealliance,wrpc,wrpc-wasi-keyvalue-mem,success,1,,2025-11-20T00:39:42Z
bytemunch/bevy-firebase,bytemunch,bevy-firebase,bevy-firebase-firestore,pending,0,,
c4nzin/vortex-otp-rust,c4nzin,vortex-otp-rust,vortex-otp-lib,success,1,,2025-11-28T04:40:51Z
cad3n123/html_to_bevy,cad3n123,html_to_bevy,html_to_bevy,success,1,,2025-11-28T04:41:45Z
caizhengxin/jppe-rs,caizhengxin,jppe-rs,jget_derive,pending,0,,
caleb9/yapp,caleb9,yapp,yapp,pending,0,,
calebwin/svec,calebwin,svec,svec_macro,pending,0,,
calimero-network/core,calimero-network,core,calimero-context-primitives,pending,0,,
calops/caravan,calops,caravan,caravan,failed,1,git clone failed: Cloning into 'repos/calops/caravan'... | remote: Repository not found. | fatal: repository 'https://github.com/calops/caravan.git/' not found,2025-11-28T04:38:41Z
cameron1024/unarray,cameron1024,unarray,unarray,success,1,,2025-11-28T04:40:24Z
camikura/bmd-speededitor-rs,camikura,bmd-speededitor-rs,bmd-speededitor,success,1,,2025-11-28T04:39:22Z
can1357/poly-once,can1357,poly-once,poly-once,pending,0,,
candlecorp/wick,candlecorp,wick,asset-container,pending,0,,
careyi3/fat32rs,careyi3,fat32rs,fat32rs,success,1,,2025-11-28T04:41:36Z
cargodog/arcturus,cargodog,arcturus,arcturus,success,1,,2025-11-28T04:41:02Z
carlin978/dotless,carlin978,dotless,dotless,success,1,,2025-11-28T04:39:01Z
carribus/rust-multiprint,carribus,rust-multiprint,multiprint,success,1,,2025-11-20T00:49:07Z
carthage-software/mago,carthage-software,mago,mago-linter,success,1,,2025-11-28T04:39:52Z
cartridge-gg/cainome,cartridge-gg,cainome,cainome-parser,success,1,,2025-11-28T04:39:16Z
casimir/dropbox-dir,casimir,dropbox-dir,dropbox-dir,success,1,,2025-11-28T04:39:00Z
cassaundra/wildflower,cassaundra,wildflower,wildflower,success,1,,2025-11-28T04:40:50Z
cavemanloverboy/cosmology,cavemanloverboy,cosmology,cosmology,success,1,,2025-11-28T04:40:33Z
cavemanloverboy/sol,cavemanloverboy,sol,solana-cli-explorer,success,1,,2025-11-28T04:40:57Z
cberner/fuser,cberner,fuser,fuser,pending,0,,
cbreeden/fxhash,cbreeden,fxhash,fxhash,success,1,,2025-11-28T04:37:43Z
cdown/battery-notify,cdown,battery-notify,battery-notify,pending,0,,
cecton/yo-html,cecton,yo-html,yo-html,success,1,,2025-11-28T04:41:39Z
cehteh/assoc_static,cehteh,assoc_static,assoc_static,success,1,,2025-11-20T00:48:08Z
ceikry/databuffer,ceikry,databuffer,databuffer,success,1,,2025-11-30T03:49:30Z
celer-network/cApps-substrate,celer-network,cApps-substrate,single-gomoku,success,1,,2025-11-28T04:38:52Z
celeryclub/smartie,celeryclub,smartie,smartie,pending,0,,
cemoktra/bankleitzahl,cemoktra,bankleitzahl,bankleitzahl,pending,0,,
cetra3/thresher,cetra3,thresher,thresher,success,1,,2025-11-20T00:46:29Z
ch32-rs/ch32-rs,ch32-rs,ch32-rs,ch32v2,pending,0,,
chadaustin/pinned-mutex,chadaustin,pinned-mutex,pinned-mutex,success,1,,2025-11-20T00:34:17Z
chadaustin/wakerpool,chadaustin,wakerpool,wakerpool,success,1,,2025-11-28T04:40:58Z
chaintope/esplora-tapyrus,chaintope,esplora-tapyrus,esplora-tapyrus,pending,0,,
chaosteil/serde_shon,chaosteil,serde_shon,serde_shon,pending,0,,
charles-r-earp/autograph,charles-r-earp,autograph,autograph_derive,pending,0,,
charmander/bcrypt-only,charmander,bcrypt-only,bcrypt-only,success,1,,2025-11-28T04:40:36Z
chemicstry/linux-rtic,chemicstry,linux-rtic,linux-rtic-macros,success,1,,2025-11-20T00:36:29Z
chinedufn/swift-bridge,chinedufn,swift-bridge,swift-bridge-build,success,1,,2025-11-20T00:40:20Z
chippers/includer,chippers,includer,includer_codegen,success,1,,2025-11-28T04:41:01Z
chiyadev/laby,chiyadev,laby,laby_macros,success,1,,2025-11-20T00:47:03Z
chksum-rs/sha2-384,chksum-rs,sha2-384,chksum-sha2-384,success,1,,2025-11-28T04:41:31Z
chmp/cargo-wop,chmp,cargo-wop,cargo-wop,pending,0,,
cholcombe973/ceph_usage,cholcombe973,ceph_usage,ceph_usage,success,1,,2025-11-28T04:39:15Z
chrisdavison/seqname,chrisdavison,seqname,seqname,success,1,,2025-11-28T04:38:49Z
chrisfloofykitsune/tree-sitter-bos,chrisfloofykitsune,tree-sitter-bos,tree-sitter-bos,success,1,,2025-11-20T00:52:39Z
chrisrossmith/ipmimonitoring-sys,chrisrossmith,ipmimonitoring-sys,ipmimonitoring-sys,success,1,,2025-11-30T03:50:08Z
chronotope/chrono,chronotope,chrono,chrono,success,1,,2025-11-28T04:38:26Z
chronotope/humantime,chronotope,humantime,humantime,success,1,,2025-11-28T04:38:15Z
chubei-oppen/async_dag,chubei-oppen,async_dag,async_dag,pending,0,,
chunhui2001/zero4rs,chunhui2001,zero4rs,zero4rs,failed,1,git clone failed: Cloning into 'repos/chunhui2001/zero4rs'... | remote: Repository not found. | fatal: repository 'https://github.com/chunhui2001/zero4rs.git/' not found,2025-11-28T04:41:29Z
ciaran2/feo3boy,ciaran2,feo3boy,feo3boy,pending,0,,
cigix/deencode,cigix,deencode,deencode,pending,0,,
cisco-open/hashing-reader-rs,cisco-open,hashing-reader-rs,hashing-reader,success,1,,2025-11-20T00:40:00Z
ckaznable/yadio,ckaznable,yadio,yadio,pending,0,,
cksac/rai,cksac,rai,rai-models,success,1,,2025-11-28T04:40:31Z
cladam/choreo,cladam,choreo,choreo,success,1,,2025-11-28T04:40:58Z
clap-rs/clap,clap-rs,clap,"clap,clap_complete",success,1,,2025-11-28T04:37:53Z
claudiofsr/find_duplicate_files,claudiofsr,find_duplicate_files,find_duplicate_files,success,1,,2025-11-20T00:32:34Z
clearloop/inkpad,clearloop,inkpad,inkpad-cli,success,1,,2025-11-28T04:38:54Z
clitic/vsd,clitic,vsd,mp4decrypt,pending,0,,
cloud-shuttle/leptos-helios,cloud-shuttle,leptos-helios,leptos-helios-app,success,1,,2025-11-20T00:32:31Z
cloud-shuttle/leptos-shadcn-ui,cloud-shuttle,leptos-shadcn-ui,leptos-shadcn-alert-dialog,success,1,,2025-11-28T04:39:01Z
cloudflare/azul,cloudflare,azul,static_ct_api,pending,0,,
cloudflare/boring,cloudflare,boring,tokio-boring,pending,0,,
cloudpeers/x,cloudpeers,x,appimage,success,1,,2025-11-28T04:39:09Z
clowdhaus/eksup,clowdhaus,eksup,eksup,success,1,,2025-11-20T00:35:29Z
cmars/spoolq,cmars,spoolq,spoolq,success,1,,2025-11-28T04:39:35Z
coadler/coder.rs,coadler,coder.rs,coder,failed,2,git clone failed: Cloning into 'repos/coadler/coder.rs'... | remote: Invalid username or token. Password authentication is not supported for Git operations. | fatal: Authentication failed for 'https://github.com/coadler/coder.rs.git/',2025-11-20T01:06:35Z
coastalwhite/plankton,coastalwhite,plankton,plankton,success,1,,2025-11-20T00:52:10Z
cobalt-org/liquid-rust,cobalt-org,liquid-rust,loose-liquid-lib,success,1,,2025-11-28T04:41:54Z
codeandplay/kraken_api_rest,codeandplay,kraken_api_rest,kraken_rest_api,pending,0,,
codybloemhard/incodoc,codybloemhard,incodoc,incodoc,success,1,,2025-11-20T00:33:05Z
codytrey/gen_gcode,codytrey,gen_gcode,gen_gcode,success,1,,2025-11-28T04:41:37Z
colin-kiegel/rust-derive-builder,colin-kiegel,rust-derive-builder,derive_builder,success,1,,2025-11-28T04:38:14Z
colin353/g2,colin353,g2,g2,success,1,,2025-11-30T03:49:48Z
colinrozzi/theater,colinrozzi,theater,theater-cli,pending,0,,
colstrom/niftygate,colstrom,niftygate,niftygate-asset,success,1,,2025-11-28T04:38:48Z
com-junkawasaki/kotoba,com-junkawasaki,kotoba,kotoba-state-graph,success,1,,2025-11-20T00:33:41Z
commonsensesoftware/more-rs-di,commonsensesoftware,more-rs-di,more-di,success,1,,2025-11-20T00:39:58Z
commonsensesoftware/more-rs-options,commonsensesoftware,more-rs-options,more-options,success,1,,2025-11-28T04:39:10Z
conorpo/audio-to-video,conorpo,audio-to-video,audio-to-video,success,1,,2025-11-28T04:40:17Z
conr2d/buidl,conr2d,buidl,buidl,pending,0,,
conradludgate/flag-bearer,conradludgate,flag-bearer,flag-bearer-core,success,1,,2025-11-28T04:38:58Z
console-rs/console,console-rs,console,console,success,1,,2025-11-28T04:38:24Z
